"YEAR","GEO","DGUID","Type of unit","UOM","COORDINATE","VALUE"
"2012","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","596"
"2013","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","638"
"2014","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","645"
"2015","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","660"
"2016","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","668"
"2017","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","683"
"2018","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","681"
"2019","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","698"
"2020","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","709"
"2021","Gander, Newfoundland and Labrador","2011A00051006009","Two bedroom units","Dollars","3.1.3","698"
"2011","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","663"
"2012","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","684"
"2013","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","696"
"2014","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","694"
"2015","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","721"
"2016","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","732"
"2017","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","754"
"2018","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","771"
"2019","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","771"
"2020","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4","782"
"2021","Gander, Newfoundland and Labrador","2011A00051006009","Three bedroom units","Dollars","3.1.4",
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","528"
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","535"
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","543"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","594"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","604"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","623"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","616"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","633"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","655"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","654"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.3.2","637"
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","677"
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","696"
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","716"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","745"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","756"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","768"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","757"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","765"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","797"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","799"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.3.3","800"
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","590"
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","608"
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","629"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","684"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","719"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","698"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","718"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","727"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","776"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","798"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.3.4","789"
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.2.2",
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","784"
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","826"
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","813"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","771"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","849"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","861"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","828"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","838"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","872"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","869"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.2.3","871"
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","573"
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","589"
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","613"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","677"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","718"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","683"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","710"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","719"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","773"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","795"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.2.4","770"
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","520"
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","533"
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","543"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","594"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","604"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","623"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","620"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","633"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","655"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","654"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","One bedroom units","Dollars","4.1.2","641"
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","646"
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","659"
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","683"
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","736"
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","721"
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","729"
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","724"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","733"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","759"
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","762"
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Two bedroom units","Dollars","4.1.3","759"
"2011","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2012","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2013","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2014","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2015","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2016","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2017","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4","749"
"2018","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4","773"
"2019","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2020","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4",
"2021","Grand Falls-Windsor, Newfoundland and Labrador","2011S0504010","Three bedroom units","Dollars","4.1.4","905"
"2011","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","655"
"2012","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","696"
"2013","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","725"
"2014","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","755"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","784"
"2016","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","786"
"2017","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","774"
"2018","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","781"
"2019","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","812"
"2020","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","812"
"2021","St. John's, Newfoundland and Labrador","2011S0503001","One bedroom units","Dollars","6.3.2","856"
"2011","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","770"
"2012","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","796"
"2013","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","859"
"2014","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","887"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","919"
"2016","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","951"
"2017","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","934"
"2018","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","955"
"2019","St. John's, Newfoundland and Labrador","2011S0503001","Two bedroom units","Dollars","6.3.3","960"
